function,year,amount,sheet
604 Housing assistance,1974,1826.0,hist03z2
605 Food and nutrition assistance,1974,4433.0,hist03z2
609 Other income security,1974,7856.0,hist03z2
650 Social Security:,1974,0.0,hist03z2
651 Social security,1974,55867.0,hist03z2
700 Veterans Benefits and Services:,1974,0.0,hist03z2
701 Income security for veterans,1974,6809.0,hist03z2
"702 Veterans education, training, and rehabilitation",1974,3233.0,hist03z2
703 Hospital and medical care for veterans,1974,3004.0,hist03z2
704 Veterans housing,1974,-4.0,hist03z2
705 Other veterans benefits and services,1974,347.0,hist03z2
750 Administration of Justice:,1974,0.0,hist03z2
751 Federal law enforcement activities,1974,1129.0,hist03z2
752 Federal litigative and judicial activities,1974,426.0,hist03z2
753 Federal correctional activities,1974,179.0,hist03z2
754 Criminal justice assistance,1974,770.0,hist03z2
800 General Government:,1974,0.0,hist03z2
801 Legislative functions,1974,521.0,hist03z2
802 Executive direction and management,1974,117.0,hist03z2
803 Central fiscal operations,1974,1299.0,hist03z2
804 General property and records management,1974,968.0,hist03z2
805 Central personnel management,1974,74.0,hist03z2
806 General purpose fiscal assistance,1974,6888.0,hist03z2
808 Other general government,1974,363.0,hist03z2
809 Deductions for offsetting receipts,1974,-198.0,hist03z2
900 Net Interest:,1974,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1974,29319.0,hist03z2
902 Interest received by on-budget trust funds,1974,-4064.0,hist03z2
903 Interest received by off-budget trust funds,1974,-2520.0,hist03z2
908 Other interest,1974,-1286.0,hist03z2
909 Other investment income,1974,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1974,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1974,-9236.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1974,-764.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1974,-6748.0,hist03z2
954 Sale of major assets,1974,0.0,hist03z2
959 Other undistributed offsetting receipts,1974,0.0,hist03z2
050 National Defense:,1975,0.0,hist03z2
051 Department of Defense-Military:,1975,0.0,hist03z2
Military Personnel,1975,32162.0,hist03z2
Operation and Maintenance,1975,26297.0,hist03z2
Procurement,1975,16042.0,hist03z2
"Research, Development, Test, and Evaluation",1975,8866.0,hist03z2
Military Construction,1975,1462.0,hist03z2
Family Housing,1975,1124.0,hist03z2
Other,1975,-1101.0,hist03z2
"051 Subtotal, Department of Defense-Military",1975,84852.0,hist03z2
053 Atomic energy defense activities,1975,1506.0,hist03z2
054 Defense-related activities,1975,151.0,hist03z2
150 International Affairs:,1975,0.0,hist03z2
151 International development and humanitarian assistance,1975,3134.0,hist03z2
152 International security assistance,1975,2535.0,hist03z2
153 Conduct of foreign affairs,1975,659.0,hist03z2
154 Foreign information and exchange activities,1975,348.0,hist03z2
155 International financial programs,1975,421.0,hist03z2
"250 General Science, Space, and Technology:",1975,0.0,hist03z2
251 General science and basic research,1975,1038.0,hist03z2
"252 Space flight, research, and supporting activities",1975,2953.0,hist03z2
270 Energy:,1975,0.0,hist03z2
271 Energy supply,1975,2446.0,hist03z2
272 Energy conservation,1975,48.0,hist03z2
274 Emergency energy preparedness,1975,33.0,hist03z2
"276 Energy information, policy, and regulation",1975,389.0,hist03z2
300 Natural Resources and Environment:,1975,0.0,hist03z2
301 Water resources,1975,2608.0,hist03z2
302 Conservation and land management,1975,761.0,hist03z2
303 Recreational resources,1975,696.0,hist03z2
304 Pollution control and abatement,1975,2523.0,hist03z2
306 Other natural resources,1975,757.0,hist03z2
350 Agriculture:,1975,0.0,hist03z2
351 Farm income stabilization,1975,2160.0,hist03z2
352 Agricultural research and services,1975,837.0,hist03z2
370 Commerce and Housing Credit:,1975,0.0,hist03z2
371 Mortgage credit,1975,5463.0,hist03z2
372 Postal service,1975,2989.0,hist03z2
373 Deposit insurance,1975,511.0,hist03z2
376 Other advancement of commerce,1975,984.0,hist03z2
400 Transportation:,1975,0.0,hist03z2
401 Ground transportation,1975,7027.0,hist03z2
402 Air transportation,1975,2387.0,hist03z2
403 Water transportation,1975,1430.0,hist03z2
407 Other transportation,1975,74.0,hist03z2
450 Community and Regional Development:,1975,0.0,hist03z2
451 Community development,1975,2318.0,hist03z2
452 Area and regional development,1975,1607.0,hist03z2
453 Disaster relief and insurance,1975,398.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1975,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1975,4349.0,hist03z2
502 Higher education,1975,2182.0,hist03z2
503 Research and general education aids,1975,790.0,hist03z2
504 Training and employment,1975,4063.0,hist03z2
505 Other labor services,1975,259.0,hist03z2
506 Social services,1975,4380.0,hist03z2
550 Health:,1975,0.0,hist03z2
551 Health care services,1975,9519.0,hist03z2
552 Health research and training,1975,2779.0,hist03z2
554 Consumer and occupational health and safety,1975,632.0,hist03z2
570 Medicare:,1975,0.0,hist03z2
571 Medicare,1975,12875.0,hist03z2
600 Income Security:,1975,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),1975,4689.0,hist03z2
602 Federal employee retirement and disability,1975,13222.0,hist03z2
603 Unemployment compensation,1975,13459.0,hist03z2
604 Housing assistance,1975,2059.0,hist03z2
605 Food and nutrition assistance,1975,6643.0,hist03z2
609 Other income security,1975,10088.0,hist03z2
650 Social Security:,1975,0.0,hist03z2
651 Social security,1975,64658.0,hist03z2
700 Veterans Benefits and Services:,1975,0.0,hist03z2
701 Income security for veterans,1975,7893.0,hist03z2
"702 Veterans education, training, and rehabilitation",1975,4561.0,hist03z2
703 Hospital and medical care for veterans,1975,3663.0,hist03z2
704 Veterans housing,1975,39.0,hist03z2
705 Other veterans benefits and services,1975,444.0,hist03z2
750 Administration of Justice:,1975,0.0,hist03z2
751 Federal law enforcement activities,1975,1426.0,hist03z2
752 Federal litigative and judicial activities,1975,550.0,hist03z2
753 Federal correctional activities,1975,200.0,hist03z2
754 Criminal justice assistance,1975,853.0,hist03z2
800 General Government:,1975,0.0,hist03z2
801 Legislative functions,1975,593.0,hist03z2
802 Executive direction and management,1975,63.0,hist03z2
803 Central fiscal operations,1975,1888.0,hist03z2
804 General property and records management,1975,395.0,hist03z2
805 Central personnel management,1975,88.0,hist03z2
806 General purpose fiscal assistance,1975,7184.0,hist03z2
808 Other general government,1975,424.0,hist03z2
809 Deductions for offsetting receipts,1975,-261.0,hist03z2
900 Net Interest:,1975,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1975,32665.0,hist03z2
902 Interest received by on-budget trust funds,1975,-4861.0,hist03z2
903 Interest received by off-budget trust funds,1975,-2803.0,hist03z2
908 Other interest,1975,-1756.0,hist03z2
909 Other investment income,1975,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1975,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1975,-10258.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1975,-916.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1975,-2428.0,hist03z2
954 Sale of major assets,1975,0.0,hist03z2
959 Other undistributed offsetting receipts,1975,0.0,hist03z2
050 National Defense:,1976,0.0,hist03z2
051 Department of Defense-Military:,1976,0.0,hist03z2
Military Personnel,1976,32546.0,hist03z2
Operation and Maintenance,1976,27837.0,hist03z2
Procurement,1976,15964.0,hist03z2
"Research, Development, Test, and Evaluation",1976,8923.0,hist03z2
Military Construction,1976,2019.0,hist03z2
Family Housing,1976,1192.0,hist03z2
Other,1976,-563.0,hist03z2
"051 Subtotal, Department of Defense-Military",1976,87917.0,hist03z2
053 Atomic energy defense activities,1976,1565.0,hist03z2
054 Defense-related activities,1976,137.0,hist03z2
150 International Affairs:,1976,0.0,hist03z2
151 International development and humanitarian assistance,1976,2636.0,hist03z2
152 International security assistance,1976,2683.0,hist03z2
153 Conduct of foreign affairs,1976,727.0,hist03z2
154 Foreign information and exchange activities,1976,382.0,hist03z2
155 International financial programs,1976,4.0,hist03z2
"250 General Science, Space, and Technology:",1976,0.0,hist03z2
251 General science and basic research,1976,1034.0,hist03z2
"252 Space flight, research, and supporting activities",1976,3338.0,hist03z2
270 Energy:,1976,0.0,hist03z2
271 Energy supply,1976,3530.0,hist03z2
272 Energy conservation,1976,51.0,hist03z2
274 Emergency energy preparedness,1976,65.0,hist03z2
"276 Energy information, policy, and regulation",1976,558.0,hist03z2
300 Natural Resources and Environment:,1976,0.0,hist03z2
301 Water resources,1976,2742.0,hist03z2
302 Conservation and land management,1976,744.0,hist03z2
303 Recreational resources,1976,739.0,hist03z2
304 Pollution control and abatement,1976,3067.0,hist03z2
306 Other natural resources,1976,891.0,hist03z2
350 Agriculture:,1976,0.0,hist03z2
351 Farm income stabilization,1976,2249.0,hist03z2
352 Agricultural research and services,1976,860.0,hist03z2
370 Commerce and Housing Credit:,1976,0.0,hist03z2
371 Mortgage credit,1976,4336.0,hist03z2
372 Postal service,1976,2805.0,hist03z2
373 Deposit insurance,1976,-573.0,hist03z2
376 Other advancement of commerce,1976,1051.0,hist03z2
400 Transportation:,1976,0.0,hist03z2
401 Ground transportation,1976,9602.0,hist03z2
402 Air transportation,1976,2531.0,hist03z2
403 Water transportation,1976,1542.0,hist03z2
407 Other transportation,1976,65.0,hist03z2
450 Community and Regional Development:,1976,0.0,hist03z2
451 Community development,1976,2772.0,hist03z2
452 Area and regional development,1976,2149.0,hist03z2
453 Disaster relief and insurance,1976,522.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1976,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1976,4200.0,hist03z2
502 Higher education,1976,2813.0,hist03z2
503 Research and general education aids,1976,783.0,hist03z2
504 Training and employment,1976,6288.0,hist03z2
505 Other labor services,1976,301.0,hist03z2
506 Social services,1976,4526.0,hist03z2
550 Health:,1976,0.0,hist03z2
551 Health care services,1976,11725.0,hist03z2
552 Health research and training,1976,3323.0,hist03z2
554 Consumer and occupational health and safety,1976,686.0,hist03z2
570 Medicare:,1976,0.0,hist03z2
571 Medicare,1976,15834.0,hist03z2
600 Income Security:,1976,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),1976,3248.0,hist03z2
602 Federal employee retirement and disability,1976,15469.0,hist03z2
603 Unemployment compensation,1976,19453.0,hist03z2
604 Housing assistance,1976,2499.0,hist03z2
605 Food and nutrition assistance,1976,7959.0,hist03z2
609 Other income security,1976,12156.0,hist03z2
650 Social Security:,1976,0.0,hist03z2
651 Social security,1976,73899.0,hist03z2
700 Veterans Benefits and Services:,1976,0.0,hist03z2
701 Income security for veterans,1976,8384.0,hist03z2
"702 Veterans education, training, and rehabilitation",1976,5498.0,hist03z2
703 Hospital and medical care for veterans,1976,4044.0,hist03z2
704 Veterans housing,1976,-58.0,hist03z2
705 Other veterans benefits and services,1976,565.0,hist03z2
750 Administration of Justice:,1976,0.0,hist03z2
751 Federal law enforcement activities,1976,1604.0,hist03z2
752 Federal litigative and judicial activities,1976,697.0,hist03z2
753 Federal correctional activities,1976,208.0,hist03z2
754 Criminal justice assistance,1976,921.0,hist03z2
800 General Government:,1976,0.0,hist03z2
801 Legislative functions,1976,678.0,hist03z2
802 Executive direction and management,1976,68.0,hist03z2
803 Central fiscal operations,1976,1504.0,hist03z2
804 General property and records management,1976,46.0,hist03z2
805 Central personnel management,1976,107.0,hist03z2
806 General purpose fiscal assistance,1976,7232.0,hist03z2
808 Other general government,1976,393.0,hist03z2
809 Deductions for offsetting receipts,1976,-322.0,hist03z2
900 Net Interest:,1976,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1976,37076.0,hist03z2
902 Interest received by on-budget trust funds,1976,-4988.0,hist03z2
903 Interest received by off-budget trust funds,1976,-2812.0,hist03z2
908 Other interest,1976,-2549.0,hist03z2
909 Other investment income,1976,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1976,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1976,-10761.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1976,-963.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1976,-2662.0,hist03z2
954 Sale of major assets,1976,0.0,hist03z2
959 Other undistributed offsetting receipts,1976,0.0,hist03z2
050 National Defense:,TQ,0.0,hist03z2
051 Department of Defense-Military:,TQ,0.0,hist03z2
Military Personnel,TQ,8268.0,hist03z2
Operation and Maintenance,TQ,7232.0,hist03z2
Procurement,TQ,3766.0,hist03z2
"Research, Development, Test, and Evaluation",TQ,2206.0,hist03z2
Military Construction,TQ,376.0,hist03z2
Family Housing,TQ,296.0,hist03z2
Other,TQ,-338.0,hist03z2
"051 Subtotal, Department of Defense-Military",TQ,21807.0,hist03z2
053 Atomic energy defense activities,TQ,435.0,hist03z2
054 Defense-related activities,TQ,27.0,hist03z2
150 International Affairs:,TQ,0.0,hist03z2
151 International development and humanitarian assistance,TQ,1119.0,hist03z2
152 International security assistance,TQ,1470.0,hist03z2
153 Conduct of foreign affairs,TQ,263.0,hist03z2
154 Foreign information and exchange activities,TQ,115.0,hist03z2
155 International financial programs,TQ,-509.0,hist03z2
"250 General Science, Space, and Technology:",TQ,0.0,hist03z2
251 General science and basic research,TQ,292.0,hist03z2
"252 Space flight, research, and supporting activities",TQ,871.0,hist03z2
270 Energy:,TQ,0.0,hist03z2
271 Energy supply,TQ,913.0,hist03z2
272 Energy conservation,TQ,38.0,hist03z2
274 Emergency energy preparedness,TQ,32.0,hist03z2
"276 Energy information, policy, and regulation",TQ,146.0,hist03z2
300 Natural Resources and Environment:,TQ,0.0,hist03z2
301 Water resources,TQ,805.0,hist03z2
302 Conservation and land management,TQ,193.0,hist03z2
303 Recreational resources,TQ,207.0,hist03z2
304 Pollution control and abatement,TQ,1091.0,hist03z2
306 Other natural resources,TQ,228.0,hist03z2
350 Agriculture:,TQ,0.0,hist03z2
351 Farm income stabilization,TQ,743.0,hist03z2
352 Agricultural research and services,TQ,229.0,hist03z2
370 Commerce and Housing Credit:,TQ,0.0,hist03z2
371 Mortgage credit,TQ,562.0,hist03z2
372 Postal service,TQ,212.0,hist03z2
373 Deposit insurance,TQ,-63.0,hist03z2
376 Other advancement of commerce,TQ,221.0,hist03z2
400 Transportation:,TQ,0.0,hist03z2
401 Ground transportation,TQ,2336.0,hist03z2
402 Air transportation,TQ,578.0,hist03z2
403 Water transportation,TQ,415.0,hist03z2
407 Other transportation,TQ,28.0,hist03z2
450 Community and Regional Development:,TQ,0.0,hist03z2
451 Community development,TQ,896.0,hist03z2
452 Area and regional development,TQ,563.0,hist03z2
453 Disaster relief and insurance,TQ,111.0,hist03z2
"500 Education, Training, Employment, and Social Services:",TQ,0.0,hist03z2
"501 Elementary, secondary, and vocational education",TQ,1074.0,hist03z2
502 Higher education,TQ,744.0,hist03z2
503 Research and general education aids,TQ,180.0,hist03z2
504 Training and employment,TQ,1912.0,hist03z2
505 Other labor services,TQ,83.0,hist03z2
506 Social services,TQ,1176.0,hist03z2
550 Health:,TQ,0.0,hist03z2
551 Health care services,TQ,2945.0,hist03z2
552 Health research and training,TQ,811.0,hist03z2
554 Consumer and occupational health and safety,TQ,168.0,hist03z2
570 Medicare:,TQ,0.0,hist03z2
571 Medicare,TQ,4264.0,hist03z2
600 Income Security:,TQ,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),TQ,1166.0,hist03z2
602 Federal employee retirement and disability,TQ,4266.0,hist03z2
603 Unemployment compensation,TQ,4004.0,hist03z2
604 Housing assistance,TQ,662.0,hist03z2
605 Food and nutrition assistance,TQ,1824.0,hist03z2
609 Other income security,TQ,3060.0,hist03z2
650 Social Security:,TQ,0.0,hist03z2
651 Social security,TQ,19763.0,hist03z2
700 Veterans Benefits and Services:,TQ,0.0,hist03z2
701 Income security for veterans,TQ,2089.0,hist03z2
"702 Veterans education, training, and rehabilitation",TQ,777.0,hist03z2
703 Hospital and medical care for veterans,TQ,1038.0,hist03z2
704 Veterans housing,TQ,-47.0,hist03z2
705 Other veterans benefits and services,TQ,107.0,hist03z2
750 Administration of Justice:,TQ,0.0,hist03z2
751 Federal law enforcement activities,TQ,436.0,hist03z2
752 Federal litigative and judicial activities,TQ,213.0,hist03z2
753 Federal correctional activities,TQ,57.0,hist03z2
754 Criminal justice assistance,TQ,213.0,hist03z2
800 General Government:,TQ,0.0,hist03z2
801 Legislative functions,TQ,183.0,hist03z2
802 Executive direction and management,TQ,16.0,hist03z2
803 Central fiscal operations,TQ,360.0,hist03z2
804 General property and records management,TQ,46.0,hist03z2
805 Central personnel management,TQ,25.0,hist03z2
806 General purpose fiscal assistance,TQ,3173.0,hist03z2
808 Other general government,TQ,227.0,hist03z2
809 Deductions for offsetting receipts,TQ,-150.0,hist03z2
900 Net Interest:,TQ,0.0,hist03z2
901 Interest on Treasury debt securities (gross),TQ,8104.0,hist03z2
902 Interest received by on-budget trust funds,TQ,-177.0,hist03z2
903 Interest received by off-budget trust funds,TQ,-93.0,hist03z2
908 Other interest,TQ,-885.0,hist03z2
909 Other investment income,TQ,0.0,hist03z2
950 Undistributed Offsetting Receipts:,TQ,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",TQ,-2646.0,hist03z2
"952 Employer share, employee retirement (off-budget)",TQ,-249.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,TQ,-1311.0,hist03z2
954 Sale of major assets,TQ,0.0,hist03z2
959 Other undistributed offsetting receipts,TQ,0.0,hist03z2
050 National Defense:,1977,0.0,hist03z2
051 Department of Defense-Military:,1977,0.0,hist03z2
Military Personnel,1977,33672.0,hist03z2
Operation and Maintenance,1977,30587.0,hist03z2
Procurement,1977,18178.0,hist03z2
"Research, Development, Test, and Evaluation",1977,9795.0,hist03z2
Military Construction,1977,1914.0,hist03z2
Family Housing,1977,1358.0,hist03z2
Other,1977,-357.0,hist03z2
"051 Subtotal, Department of Defense-Military",1977,95147.0,hist03z2
053 Atomic energy defense activities,1977,1936.0,hist03z2
054 Defense-related activities,1977,158.0,hist03z2
150 International Affairs:,1977,0.0,hist03z2
151 International development and humanitarian assistance,1977,2823.0,hist03z2
152 International security assistance,1977,3075.0,hist03z2
153 Conduct of foreign affairs,1977,982.0,hist03z2
154 Foreign information and exchange activities,1977,386.0,hist03z2
155 International financial programs,1977,-913.0,hist03z2
"250 General Science, Space, and Technology:",1977,0.0,hist03z2
251 General science and basic research,1977,1078.0,hist03z2
"252 Space flight, research, and supporting activities",1977,3657.0,hist03z2
270 Energy:,1977,0.0,hist03z2
271 Energy supply,1977,4841.0,hist03z2
272 Energy conservation,1977,143.0,hist03z2
274 Emergency energy preparedness,1977,123.0,hist03z2
"276 Energy information, policy, and regulation",1977,664.0,hist03z2
300 Natural Resources and Environment:,1977,0.0,hist03z2
301 Water resources,1977,3213.0,hist03z2
302 Conservation and land management,1977,736.0,hist03z2
303 Recreational resources,1977,838.0,hist03z2
304 Pollution control and abatement,1977,4279.0,hist03z2
306 Other natural resources,1977,966.0,hist03z2
350 Agriculture:,1977,0.0,hist03z2
351 Farm income stabilization,1977,5735.0,hist03z2
352 Agricultural research and services,1977,998.0,hist03z2
370 Commerce and Housing Credit:,1977,0.0,hist03z2
371 Mortgage credit,1977,2609.0,hist03z2
372 Postal service,1977,2094.0,hist03z2
373 Deposit insurance,1977,-2788.0,hist03z2
376 Other advancement of commerce,1977,1178.0,hist03z2
400 Transportation:,1977,0.0,hist03z2
401 Ground transportation,1977,10226.0,hist03z2
402 Air transportation,1977,2786.0,hist03z2
403 Water transportation,1977,1741.0,hist03z2
407 Other transportation,1977,76.0,hist03z2
450 Community and Regional Development:,1977,0.0,hist03z2
451 Community development,1977,3411.0,hist03z2
452 Area and regional development,1977,2961.0,hist03z2
453 Disaster relief and insurance,1977,649.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1977,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1977,4638.0,hist03z2
502 Higher education,1977,3200.0,hist03z2
503 Research and general education aids,1977,894.0,hist03z2
504 Training and employment,1977,6877.0,hist03z2
505 Other labor services,1977,374.0,hist03z2
506 Social services,1977,5121.0,hist03z2
550 Health:,1977,0.0,hist03z2
551 Health care services,1977,13031.0,hist03z2
552 Health research and training,1977,3524.0,hist03z2
554 Consumer and occupational health and safety,1977,747.0,hist03z2
570 Medicare:,1977,0.0,hist03z2
571 Medicare,1977,19345.0,hist03z2
600 Income Security:,1977,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),1977,3558.0,hist03z2
602 Federal employee retirement and disability,1977,17719.0,hist03z2
603 Unemployment compensation,1977,15315.0,hist03z2
604 Housing assistance,1977,2968.0,hist03z2
605 Food and nutrition assistance,1977,8527.0,hist03z2
609 Other income security,1977,12957.0,hist03z2
650 Social Security:,1977,0.0,hist03z2
651 Social security,1977,85061.0,hist03z2
700 Veterans Benefits and Services:,1977,0.0,hist03z2
701 Income security for veterans,1977,9245.0,hist03z2
"702 Veterans education, training, and rehabilitation",1977,3683.0,hist03z2
703 Hospital and medical care for veterans,1977,4706.0,hist03z2
704 Veterans housing,1977,-131.0,hist03z2
705 Other veterans benefits and services,1977,536.0,hist03z2
750 Administration of Justice:,1977,0.0,hist03z2
751 Federal law enforcement activities,1977,1772.0,hist03z2
752 Federal litigative and judicial activities,1977,842.0,hist03z2
753 Federal correctional activities,1977,240.0,hist03z2
754 Criminal justice assistance,1977,847.0,hist03z2
800 General Government:,1977,0.0,hist03z2
801 Legislative functions,1977,849.0,hist03z2
802 Executive direction and management,1977,76.0,hist03z2
803 Central fiscal operations,1977,1869.0,hist03z2
804 General property and records management,1977,136.0,hist03z2
805 Central personnel management,1977,100.0,hist03z2
806 General purpose fiscal assistance,1977,9569.0,hist03z2
808 Other general government,1977,448.0,hist03z2
809 Deductions for offsetting receipts,1977,-256.0,hist03z2
900 Net Interest:,1977,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1977,41915.0,hist03z2
902 Interest received by on-budget trust funds,1977,-5488.0,hist03z2
903 Interest received by off-budget trust funds,1977,-2650.0,hist03z2
908 Other interest,1977,-3875.0,hist03z2
909 Other investment income,1977,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1977,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1977,-11528.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1977,-977.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1977,-2374.0,hist03z2
954 Sale of major assets,1977,0.0,hist03z2
959 Other undistributed offsetting receipts,1977,0.0,hist03z2
050 National Defense:,1978,0.0,hist03z2
051 Department of Defense-Military:,1978,0.0,hist03z2
Military Personnel,1978,35553.0,hist03z2
Operation and Maintenance,1978,33580.0,hist03z2
Procurement,1978,19976.0,hist03z2
"Research, Development, Test, and Evaluation",1978,10508.0,hist03z2
Military Construction,1978,1932.0,hist03z2
Family Housing,1978,1405.0,hist03z2
Other,1978,-694.0,hist03z2
"051 Subtotal, Department of Defense-Military",1978,102259.0,hist03z2
053 Atomic energy defense activities,1978,2070.0,hist03z2
054 Defense-related activities,1978,166.0,hist03z2
150 International Affairs:,1978,0.0,hist03z2
151 International development and humanitarian assistance,1978,2647.0,hist03z2
152 International security assistance,1978,3926.0,hist03z2
153 Conduct of foreign affairs,1978,1128.0,hist03z2
154 Foreign information and exchange activities,1978,423.0,hist03z2
155 International financial programs,1978,-642.0,hist03z2
"250 General Science, Space, and Technology:",1978,0.0,hist03z2
251 General science and basic research,1978,1160.0,hist03z2
"252 Space flight, research, and supporting activities",1978,3766.0,hist03z2
270 Energy:,1978,0.0,hist03z2
271 Energy supply,1978,6075.0,hist03z2
272 Energy conservation,1978,221.0,hist03z2
274 Emergency energy preparedness,1978,897.0,hist03z2
"276 Energy information, policy, and regulation",1978,798.0,hist03z2
300 Natural Resources and Environment:,1978,0.0,hist03z2
301 Water resources,1978,3431.0,hist03z2
302 Conservation and land management,1978,1229.0,hist03z2
303 Recreational resources,1978,1207.0,hist03z2
304 Pollution control and abatement,1978,3965.0,hist03z2
306 Other natural resources,1978,1151.0,hist03z2
350 Agriculture:,1978,0.0,hist03z2
351 Farm income stabilization,1978,10228.0,hist03z2
352 Agricultural research and services,1978,1073.0,hist03z2
370 Commerce and Housing Credit:,1978,0.0,hist03z2
371 Mortgage credit,1978,4553.0,hist03z2
372 Postal service,1978,1282.0,hist03z2
373 Deposit insurance,1978,-988.0,hist03z2
376 Other advancement of commerce,1978,1406.0,hist03z2
400 Transportation:,1978,0.0,hist03z2
401 Ground transportation,1978,10431.0,hist03z2
402 Air transportation,1978,3243.0,hist03z2
403 Water transportation,1978,1787.0,hist03z2
407 Other transportation,1978,61.0,hist03z2
450 Community and Regional Development:,1978,0.0,hist03z2
451 Community development,1978,3298.0,hist03z2
452 Area and regional development,1978,5672.0,hist03z2
453 Disaster relief and insurance,1978,2871.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1978,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1978,5186.0,hist03z2
502 Higher education,1978,3710.0,hist03z2
503 Research and general education aids,1978,1033.0,hist03z2
504 Training and employment,1978,10784.0,hist03z2
505 Other labor services,1978,410.0,hist03z2
506 Social services,1978,5584.0,hist03z2
550 Health:,1978,0.0,hist03z2
551 Health care services,1978,13928.0,hist03z2
552 Health research and training,1978,3752.0,hist03z2
554 Consumer and occupational health and safety,1978,844.0,hist03z2
570 Medicare:,1978,0.0,hist03z2
571 Medicare,1978,22768.0,hist03z2
600 Income Security:,1978,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),1978,3365.0,hist03z2
602 Federal employee retirement and disability,1978,19836.0,hist03z2
603 Unemployment compensation,1978,11847.0,hist03z2
604 Housing assistance,1978,3682.0,hist03z2
605 Food and nutrition assistance,1978,8926.0,hist03z2
609 Other income security,1978,13837.0,hist03z2
650 Social Security:,1978,0.0,hist03z2
651 Social security,1978,93861.0,hist03z2
700 Veterans Benefits and Services:,1978,0.0,hist03z2
701 Income security for veterans,1978,9776.0,hist03z2
"702 Veterans education, training, and rehabilitation",1978,3337.0,hist03z2
703 Hospital and medical care for veterans,1978,5252.0,hist03z2
704 Veterans housing,1978,43.0,hist03z2
705 Other veterans benefits and services,1978,571.0,hist03z2
750 Administration of Justice:,1978,0.0,hist03z2
751 Federal law enforcement activities,1978,1944.0,hist03z2
752 Federal litigative and judicial activities,1978,943.0,hist03z2
753 Federal correctional activities,1978,307.0,hist03z2
754 Criminal justice assistance,1978,729.0,hist03z2
800 General Government:,1978,0.0,hist03z2
801 Legislative functions,1978,909.0,hist03z2
802 Executive direction and management,1978,73.0,hist03z2
803 Central fiscal operations,1978,1988.0,hist03z2
804 General property and records management,1978,261.0,hist03z2
805 Central personnel management,1978,129.0,hist03z2
806 General purpose fiscal assistance,1978,8442.0,hist03z2
808 Other general government,1978,448.0,hist03z2
809 Deductions for offsetting receipts,1978,-289.0,hist03z2
900 Net Interest:,1978,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1978,48712.0,hist03z2
902 Interest received by on-budget trust funds,1978,-6128.0,hist03z2
903 Interest received by off-budget trust funds,1978,-2403.0,hist03z2
908 Other interest,1978,-4724.0,hist03z2
909 Other investment income,1978,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1978,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1978,-12401.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1978,-1060.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1978,-2259.0,hist03z2
954 Sale of major assets,1978,0.0,hist03z2
959 Other undistributed offsetting receipts,1978,0.0,hist03z2
050 National Defense:,1979,0.0,hist03z2
051 Department of Defense-Military:,1979,0.0,hist03z2
Military Personnel,1979,37345.0,hist03z2
Operation and Maintenance,1979,36440.0,hist03z2
Procurement,1979,25404.0,hist03z2
"Research, Development, Test, and Evaluation",1979,11152.0,hist03z2
Military Construction,1979,2080.0,hist03z2
Family Housing,1979,1468.0,hist03z2
Other,1979,-284.0,hist03z2
"051 Subtotal, Department of Defense-Military",1979,113605.0,hist03z2
