function,year,amount,sheet
Social Security Administration (Off-Budget),1977,84344.0,hist04z1
Other Independent Agencies (On-Budget),1977,9433.0,hist04z1
Other Independent Agencies (Off-Budget),1977,-173.0,hist04z1
Undistributed Offsetting Receipts,1977,-23018.0,hist04z1
(On-budget),1977,-19390.0,hist04z1
(Off-budget),1977,-3627.0,hist04z1
Total outlays,1977,409218.0,hist04z1
Legislative Branch,1978,1064.0,hist04z1
Judicial Branch,1978,437.0,hist04z1
Department of Agriculture,1978,30179.0,hist04z1
Department of Commerce,1978,4720.0,hist04z1
Department of Defense--Military Programs,1978,102259.0,hist04z1
Department of Education,1978,9828.0,hist04z1
Department of Energy,1978,6412.0,hist04z1
Department of Health and Human Services,1978,51752.0,hist04z1
Department of Homeland Security,1978,3217.0,hist04z1
Department of Housing and Urban Development,1978,7650.0,hist04z1
Department of the Interior,1978,3874.0,hist04z1
Department of Justice,1978,2248.0,hist04z1
Department of Labor,1978,23694.0,hist04z1
Department of State,1978,1658.0,hist04z1
Department of Transportation,1978,12791.0,hist04z1
Department of the Treasury,1978,54010.0,hist04z1
Department of Veterans Affairs,1978,18965.0,hist04z1
Corps of Engineers--Civil Works,1978,2564.0,hist04z1
Other Defense--Civil Programs,1978,9203.0,hist04z1
Environmental Protection Agency,1978,4072.0,hist04z1
Executive Office of the President,1978,75.0,hist04z1
General Services Administration,1978,213.0,hist04z1
International Assistance Programs,1978,5123.0,hist04z1
National Aeronautics and Space Administration,1978,4164.0,hist04z1
National Science Foundation,1978,803.0,hist04z1
Office of Personnel Management,1978,10962.0,hist04z1
Small Business Administration,1978,2820.0,hist04z1
Social Security Administration (On-Budget),1978,6595.0,hist04z1
Social Security Administration (Off-Budget),1978,93120.0,hist04z1
Other Independent Agencies (On-Budget),1978,9022.0,hist04z1
Other Independent Agencies (Off-Budget),1978,-496.0,hist04z1
Undistributed Offsetting Receipts,1978,-24250.0,hist04z1
(On-budget),1978,-20788.0,hist04z1
(Off-budget),1978,-3463.0,hist04z1
Total outlays,1978,458746.0,hist04z1
Legislative Branch,1979,1099.0,hist04z1
Judicial Branch,1979,481.0,hist04z1
Department of Agriculture,1979,31698.0,hist04z1
Department of Commerce,1979,3538.0,hist04z1
Department of Defense--Military Programs,1979,113605.0,hist04z1
Department of Education,1979,12167.0,hist04z1
Department of Energy,1979,7441.0,hist04z1
Department of Health and Human Services,1979,57820.0,hist04z1
Department of Homeland Security,1979,3415.0,hist04z1
Department of Housing and Urban Development,1979,9220.0,hist04z1
Department of the Interior,1979,4168.0,hist04z1
Department of Justice,1979,2353.0,hist04z1
Department of Labor,1979,23448.0,hist04z1
Department of State,1979,1987.0,hist04z1
Department of Transportation,1979,14642.0,hist04z1
Department of the Treasury,1979,63830.0,hist04z1
Department of Veterans Affairs,1979,19891.0,hist04z1
Corps of Engineers--Civil Works,1979,2898.0,hist04z1
Other Defense--Civil Programs,1979,10315.0,hist04z1
Environmental Protection Agency,1979,4800.0,hist04z1
Executive Office of the President,1979,81.0,hist04z1
General Services Administration,1979,211.0,hist04z1
International Assistance Programs,1979,3757.0,hist04z1
National Aeronautics and Space Administration,1979,4380.0,hist04z1
National Science Foundation,1979,870.0,hist04z1
Office of Personnel Management,1979,12663.0,hist04z1
Small Business Administration,1979,1699.0,hist04z1
Social Security Administration (On-Budget),1979,6228.0,hist04z1
Social Security Administration (Off-Budget),1979,103316.0,hist04z1
Other Independent Agencies (On-Budget),1979,10324.0,hist04z1
Other Independent Agencies (Off-Budget),1979,-891.0,hist04z1
Undistributed Offsetting Receipts,1979,-27428.0,hist04z1
(On-budget),1979,-24089.0,hist04z1
(Off-budget),1979,-3338.0,hist04z1
Total outlays,1979,504028.0,hist04z1
Legislative Branch,1980,1224.0,hist04z1
Judicial Branch,1980,567.0,hist04z1
Department of Agriculture,1980,34721.0,hist04z1
Department of Commerce,1980,3129.0,hist04z1
Department of Defense--Military Programs,1980,130912.0,hist04z1
Department of Education,1980,14612.0,hist04z1
Department of Energy,1980,7260.0,hist04z1
Department of Health and Human Services,1980,68255.0,hist04z1
Department of Homeland Security,1980,4296.0,hist04z1
Department of Housing and Urban Development,1980,12735.0,hist04z1
Department of the Interior,1980,4472.0,hist04z1
Department of Justice,1980,2438.0,hist04z1
Department of Labor,1980,30542.0,hist04z1
Department of State,1980,2382.0,hist04z1
Department of Transportation,1980,18166.0,hist04z1
Department of the Treasury,1980,75451.0,hist04z1
Department of Veterans Affairs,1980,21137.0,hist04z1
Corps of Engineers--Civil Works,1980,3218.0,hist04z1
Other Defense--Civil Programs,1980,11961.0,hist04z1
Environmental Protection Agency,1980,5603.0,hist04z1
Executive Office of the President,1980,96.0,hist04z1
General Services Administration,1980,573.0,hist04z1
International Assistance Programs,1980,7747.0,hist04z1
National Aeronautics and Space Administration,1980,4959.0,hist04z1
National Science Foundation,1980,912.0,hist04z1
Office of Personnel Management,1980,15056.0,hist04z1
Small Business Administration,1980,2026.0,hist04z1
Social Security Administration (On-Budget),1980,7087.0,hist04z1
Social Security Administration (Off-Budget),1980,117872.0,hist04z1
Other Independent Agencies (On-Budget),1980,13953.0,hist04z1
Other Independent Agencies (Off-Budget),1980,-431.0,hist04z1
Undistributed Offsetting Receipts,1980,-31988.0,hist04z1
(On-budget),1980,-28445.0,hist04z1
(Off-budget),1980,-3543.0,hist04z1
Total outlays,1980,590941.0,hist04z1
Legislative Branch,1981,1214.0,hist04z1
Judicial Branch,1981,641.0,hist04z1
Department of Agriculture,1981,41541.0,hist04z1
Department of Commerce,1981,2296.0,hist04z1
Department of Defense--Military Programs,1981,153861.0,hist04z1
Department of Education,1981,16973.0,hist04z1
Department of Energy,1981,11756.0,hist04z1
Department of Health and Human Services,1981,80821.0,hist04z1
Department of Homeland Security,1981,3943.0,hist04z1
Department of Housing and Urban Development,1981,14880.0,hist04z1
Department of the Interior,1981,4456.0,hist04z1
Department of Justice,1981,2438.0,hist04z1
Department of Labor,1981,30911.0,hist04z1
Department of State,1981,2347.0,hist04z1
Department of Transportation,1981,20922.0,hist04z1
Department of the Treasury,1981,91691.0,hist04z1
Department of Veterans Affairs,1981,22907.0,hist04z1
Corps of Engineers--Civil Works,1981,3139.0,hist04z1
Other Defense--Civil Programs,1981,13788.0,hist04z1
Environmental Protection Agency,1981,5242.0,hist04z1
Executive Office of the President,1981,96.0,hist04z1
General Services Administration,1981,795.0,hist04z1
International Assistance Programs,1981,8127.0,hist04z1
National Aeronautics and Space Administration,1981,5537.0,hist04z1
National Science Foundation,1981,976.0,hist04z1
Office of Personnel Management,1981,18096.0,hist04z1
Small Business Administration,1981,2032.0,hist04z1
Social Security Administration (On-Budget),1981,7862.0,hist04z1
Social Security Administration (Off-Budget),1981,138914.0,hist04z1
Other Independent Agencies (On-Budget),1981,11802.0,hist04z1
Other Independent Agencies (Off-Budget),1981,89.0,hist04z1
Undistributed Offsetting Receipts,1981,-41852.0,hist04z1
(On-budget),1981,-38134.0,hist04z1
(Off-budget),1981,-3718.0,hist04z1
Total outlays,1981,678241.0,hist04z1
Legislative Branch,1982,1367.0,hist04z1
Judicial Branch,1982,710.0,hist04z1
Department of Agriculture,1982,45623.0,hist04z1
Department of Commerce,1982,2054.0,hist04z1
Department of Defense--Military Programs,1982,180693.0,hist04z1
Department of Education,1982,14707.0,hist04z1
Department of Energy,1982,11656.0,hist04z1
Department of Health and Human Services,1982,88408.0,hist04z1
Department of Homeland Security,1982,3847.0,hist04z1
Department of Housing and Urban Development,1982,15232.0,hist04z1
Department of the Interior,1982,3944.0,hist04z1
Department of Justice,1982,2325.0,hist04z1
Department of Labor,1982,31479.0,hist04z1
Department of State,1982,2684.0,hist04z1
Department of Transportation,1982,17931.0,hist04z1
Department of the Treasury,1982,109418.0,hist04z1
Department of Veterans Affairs,1982,23941.0,hist04z1
Corps of Engineers--Civil Works,1982,2962.0,hist04z1
Other Defense--Civil Programs,1982,14997.0,hist04z1
Environmental Protection Agency,1982,5081.0,hist04z1
Executive Office of the President,1982,95.0,hist04z1
General Services Administration,1982,550.0,hist04z1
International Assistance Programs,1982,7922.0,hist04z1
National Aeronautics and Space Administration,1982,6155.0,hist04z1
National Science Foundation,1982,1099.0,hist04z1
Office of Personnel Management,1982,19983.0,hist04z1
Small Business Administration,1982,773.0,hist04z1
Social Security Administration (On-Budget),1982,8520.0,hist04z1
Social Security Administration (Off-Budget),1982,155120.0,hist04z1
Other Independent Agencies (On-Budget),1982,9184.0,hist04z1
Other Independent Agencies (Off-Budget),1982,-553.0,hist04z1
Undistributed Offsetting Receipts,1982,-42165.0,hist04z1
(On-budget),1982,-38448.0,hist04z1
(Off-budget),1982,-3717.0,hist04z1
Total outlays,1982,745743.0,hist04z1
Legislative Branch,1983,1437.0,hist04z1
Judicial Branch,1983,787.0,hist04z1
Department of Agriculture,1983,52317.0,hist04z1
Department of Commerce,1983,1925.0,hist04z1
Department of Defense--Military Programs,1983,204356.0,hist04z1
Department of Education,1983,14433.0,hist04z1
Department of Energy,1983,10590.0,hist04z1
Department of Health and Human Services,1983,95008.0,hist04z1
Department of Homeland Security,1983,4689.0,hist04z1
Department of Housing and Urban Development,1983,15814.0,hist04z1
Department of the Interior,1983,4552.0,hist04z1
Department of Justice,1983,2493.0,hist04z1
Department of Labor,1983,38683.0,hist04z1
Department of State,1983,2793.0,hist04z1
Department of Transportation,1983,18239.0,hist04z1
Department of the Treasury,1983,115366.0,hist04z1
Department of Veterans Affairs,1983,24827.0,hist04z1
Corps of Engineers--Civil Works,1983,2918.0,hist04z1
Other Defense--Civil Programs,1983,16004.0,hist04z1
Environmental Protection Agency,1983,4312.0,hist04z1
Executive Office of the President,1983,94.0,hist04z1
General Services Administration,1983,528.0,hist04z1
International Assistance Programs,1983,7878.0,hist04z1
National Aeronautics and Space Administration,1983,6853.0,hist04z1
National Science Foundation,1983,1055.0,hist04z1
Office of Personnel Management,1983,21278.0,hist04z1
Small Business Administration,1983,661.0,hist04z1
Social Security Administration (On-Budget),1983,29854.0,hist04z1
Social Security Administration (Off-Budget),1983,150731.0,hist04z1
Other Independent Agencies (On-Budget),1983,8644.0,hist04z1
Other Independent Agencies (Off-Budget),1983,322.0,hist04z1
Undistributed Offsetting Receipts,1983,-51078.0,hist04z1
(On-budget),1983,-47455.0,hist04z1
(Off-budget),1983,-3623.0,hist04z1
Total outlays,1983,808364.0,hist04z1
Legislative Branch,1984,1577.0,hist04z1
Judicial Branch,1984,866.0,hist04z1
Department of Agriculture,1984,41928.0,hist04z1
Department of Commerce,1984,1894.0,hist04z1
Department of Defense--Military Programs,1984,220863.0,hist04z1
Department of Education,1984,15424.0,hist04z1
Department of Energy,1984,10990.0,hist04z1
Department of Health and Human Services,1984,102374.0,hist04z1
Department of Homeland Security,1984,5060.0,hist04z1
Department of Housing and Urban Development,1984,16663.0,hist04z1
Department of the Interior,1984,4936.0,hist04z1
Department of Justice,1984,2816.0,hist04z1
Department of Labor,1984,25348.0,hist04z1
Department of State,1984,2982.0,hist04z1
Department of Transportation,1984,20507.0,hist04z1
Department of the Treasury,1984,139911.0,hist04z1
Department of Veterans Affairs,1984,25580.0,hist04z1
Corps of Engineers--Civil Works,1984,3036.0,hist04z1
Other Defense--Civil Programs,1984,16536.0,hist04z1
Environmental Protection Agency,1984,4076.0,hist04z1
Executive Office of the President,1984,96.0,hist04z1
General Services Administration,1984,463.0,hist04z1
International Assistance Programs,1984,10835.0,hist04z1
National Aeronautics and Space Administration,1984,7055.0,hist04z1
National Science Foundation,1984,1193.0,hist04z1
Office of Personnel Management,1984,22590.0,hist04z1
Small Business Administration,1984,510.0,hist04z1
Social Security Administration (On-Budget),1984,17651.0,hist04z1
Social Security Administration (Off-Budget),1984,171167.0,hist04z1
Other Independent Agencies (On-Budget),1984,8846.0,hist04z1
Other Independent Agencies (Off-Budget),1984,360.0,hist04z1
Undistributed Offsetting Receipts,1984,-52329.0,hist04z1
(On-budget),1984,-46975.0,hist04z1
(Off-budget),1984,-5354.0,hist04z1
Total outlays,1984,851805.0,hist04z1
Legislative Branch,1985,1607.0,hist04z1
Judicial Branch,1985,966.0,hist04z1
Department of Agriculture,1985,55435.0,hist04z1
Department of Commerce,1985,2139.0,hist04z1
Department of Defense--Military Programs,1985,245109.0,hist04z1
Department of Education,1985,16596.0,hist04z1
Department of Energy,1985,10586.0,hist04z1
Department of Health and Human Services,1985,114270.0,hist04z1
Department of Homeland Security,1985,5007.0,hist04z1
Department of Housing and Urban Development,1985,28720.0,hist04z1
Department of the Interior,1985,4804.0,hist04z1
Department of Justice,1985,3182.0,hist04z1
Department of Labor,1985,24738.0,hist04z1
Department of State,1985,3303.0,hist04z1
Department of Transportation,1985,22510.0,hist04z1
Department of the Treasury,1985,163688.0,hist04z1
Department of Veterans Affairs,1985,26322.0,hist04z1
Corps of Engineers--Civil Works,1985,2998.0,hist04z1
Other Defense--Civil Programs,1985,15809.0,hist04z1
Environmental Protection Agency,1985,4490.0,hist04z1
Executive Office of the President,1985,111.0,hist04z1
General Services Administration,1985,364.0,hist04z1
International Assistance Programs,1985,11858.0,hist04z1
National Aeronautics and Space Administration,1985,7251.0,hist04z1
National Science Foundation,1985,1309.0,hist04z1
Office of Personnel Management,1985,23727.0,hist04z1
Small Business Administration,1985,680.0,hist04z1
Social Security Administration (On-Budget),1985,16793.0,hist04z1
Social Security Administration (Off-Budget),1985,183434.0,hist04z1
Other Independent Agencies (On-Budget),1985,7051.0,hist04z1
Other Independent Agencies (Off-Budget),1985,142.0,hist04z1
Undistributed Offsetting Receipts,1985,-58656.0,hist04z1
(On-budget),1985,-52029.0,hist04z1
(Off-budget),1985,-6627.0,hist04z1
Total outlays,1985,946344.0,hist04z1
Legislative Branch,1986,1662.0,hist04z1
Judicial Branch,1986,1071.0,hist04z1
Department of Agriculture,1986,58599.0,hist04z1
Department of Commerce,1986,2083.0,hist04z1
Department of Defense--Military Programs,1986,265440.0,hist04z1
Department of Education,1986,17577.0,hist04z1
Department of Energy,1986,11025.0,hist04z1
Department of Health and Human Services,1986,122940.0,hist04z1
Department of Homeland Security,1986,5383.0,hist04z1
Department of Housing and Urban Development,1986,14139.0,hist04z1
Department of the Interior,1986,4774.0,hist04z1
Department of Justice,1986,3336.0,hist04z1
Department of Labor,1986,24934.0,hist04z1
Department of State,1986,3590.0,hist04z1
Department of Transportation,1986,24885.0,hist04z1
Department of the Treasury,1986,178076.0,hist04z1
Department of Veterans Affairs,1986,26523.0,hist04z1
Corps of Engineers--Civil Works,1986,2806.0,hist04z1
Other Defense--Civil Programs,1986,17483.0,hist04z1
Environmental Protection Agency,1986,4867.0,hist04z1
Executive Office of the President,1986,108.0,hist04z1
General Services Administration,1986,713.0,hist04z1
International Assistance Programs,1986,11040.0,hist04z1
National Aeronautics and Space Administration,1986,7403.0,hist04z1
National Science Foundation,1986,1536.0,hist04z1
Office of Personnel Management,1986,23955.0,hist04z1
Small Business Administration,1986,557.0,hist04z1
Social Security Administration (On-Budget),1986,19316.0,hist04z1
Social Security Administration (Off-Budget),1986,190684.0,hist04z1
Other Independent Agencies (On-Budget),1986,8871.0,hist04z1
Other Independent Agencies (Off-Budget),1986,42.0,hist04z1
Undistributed Offsetting Receipts,1986,-65036.0,hist04z1
(On-budget),1986,-57850.0,hist04z1
(Off-budget),1986,-7186.0,hist04z1
Total outlays,1986,990382.0,hist04z1
Legislative Branch,1987,1810.0,hist04z1
Judicial Branch,1987,1180.0,hist04z1
Department of Agriculture,1987,49507.0,hist04z1
Department of Commerce,1987,2127.0,hist04z1
Department of Defense--Military Programs,1987,273919.0,hist04z1
Department of Education,1987,16670.0,hist04z1
Department of Energy,1987,10692.0,hist04z1
Department of Health and Human Services,1987,131410.0,hist04z1
Department of Homeland Security,1987,5383.0,hist04z1
Department of Housing and Urban Development,1987,15484.0,hist04z1
Department of the Interior,1987,5037.0,hist04z1
Department of Justice,1987,3807.0,hist04z1
Department of Labor,1987,24208.0,hist04z1
Department of State,1987,3572.0,hist04z1
Department of Transportation,1987,22851.0,hist04z1
Department of the Treasury,1987,178684.0,hist04z1
Department of Veterans Affairs,1987,26932.0,hist04z1
Corps of Engineers--Civil Works,1987,2757.0,hist04z1
Other Defense--Civil Programs,1987,17962.0,hist04z1
Environmental Protection Agency,1987,4904.0,hist04z1
Executive Office of the President,1987,110.0,hist04z1
General Services Administration,1987,462.0,hist04z1
International Assistance Programs,1987,10406.0,hist04z1
National Aeronautics and Space Administration,1987,7591.0,hist04z1
National Science Foundation,1987,1547.0,hist04z1
Office of Personnel Management,1987,26966.0,hist04z1
Small Business Administration,1987,-65.0,hist04z1
Social Security Administration (On-Budget),1987,16524.0,hist04z1
Social Security Administration (Off-Budget),1987,202422.0,hist04z1
Other Independent Agencies (On-Budget),1987,10475.0,hist04z1
Other Independent Agencies (Off-Budget),1987,943.0,hist04z1
Undistributed Offsetting Receipts,1987,-72262.0,hist04z1
(On-budget),1987,-63672.0,hist04z1
(Off-budget),1987,-8590.0,hist04z1
Total outlays,1987,1004017.0,hist04z1
Legislative Branch,1988,1848.0,hist04z1
Judicial Branch,1988,1342.0,hist04z1
Department of Agriculture,1988,43930.0,hist04z1
Department of Commerce,1988,2278.0,hist04z1
Department of Defense--Military Programs,1988,281889.0,hist04z1
Department of Education,1988,18145.0,hist04z1
Department of Energy,1988,11165.0,hist04z1
Department of Health and Human Services,1988,140035.0,hist04z1
Department of Homeland Security,1988,6180.0,hist04z1
Department of Housing and Urban Development,1988,18938.0,hist04z1
Department of the Interior,1988,5138.0,hist04z1
Department of Justice,1988,4656.0,hist04z1
Department of Labor,1988,22662.0,hist04z1
Department of State,1988,4217.0,hist04z1
Department of Transportation,1988,23698.0,hist04z1
Department of the Treasury,1988,200406.0,hist04z1
Department of Veterans Affairs,1988,29253.0,hist04z1
Corps of Engineers--Civil Works,1988,3028.0,hist04z1
Other Defense--Civil Programs,1988,19039.0,hist04z1
Environmental Protection Agency,1988,4871.0,hist04z1
Executive Office of the President,1988,122.0,hist04z1
General Services Administration,1988,-95.0,hist04z1
International Assistance Programs,1988,7252.0,hist04z1
National Aeronautics and Space Administration,1988,9092.0,hist04z1
National Science Foundation,1988,1644.0,hist04z1
Office of Personnel Management,1988,29191.0,hist04z1
Small Business Administration,1988,-54.0,hist04z1
Social Security Administration (On-Budget),1988,18113.0,hist04z1
Social Security Administration (Off-Budget),1988,214489.0,hist04z1
Other Independent Agencies (On-Budget),1988,19020.0,hist04z1
Other Independent Agencies (Off-Budget),1988,1712.0,hist04z1
Undistributed Offsetting Receipts,1988,-78789.0,hist04z1
(On-budget),1988,-66992.0,hist04z1
(Off-budget),1988,-11798.0,hist04z1
Total outlays,1988,1064416.0,hist04z1
Legislative Branch,1989,2216.0,hist04z1
Judicial Branch,1989,1499.0,hist04z1
Department of Agriculture,1989,48256.0,hist04z1
Department of Commerce,1989,2570.0,hist04z1
Department of Defense--Military Programs,1989,294829.0,hist04z1
Department of Education,1989,21468.0,hist04z1
Department of Energy,1989,11386.0,hist04z1
Department of Health and Human Services,1989,152689.0,hist04z1
Department of Homeland Security,1989,5671.0,hist04z1
Department of Housing and Urban Development,1989,19680.0,hist04z1
Department of the Interior,1989,5194.0,hist04z1
Department of Justice,1989,5275.0,hist04z1
Department of Labor,1989,25374.0,hist04z1
Department of State,1989,4576.0,hist04z1
Department of Transportation,1989,23828.0,hist04z1
Department of the Treasury,1989,227402.0,hist04z1
Department of Veterans Affairs,1989,30014.0,hist04z1
Corps of Engineers--Civil Works,1989,3256.0,hist04z1
Other Defense--Civil Programs,1989,20230.0,hist04z1
Environmental Protection Agency,1989,4906.0,hist04z1
Executive Office of the President,1989,124.0,hist04z1
General Services Administration,1989,-444.0,hist04z1
International Assistance Programs,1989,4291.0,hist04z1
National Aeronautics and Space Administration,1989,11036.0,hist04z1
National Science Foundation,1989,1736.0,hist04z1
Office of Personnel Management,1989,29073.0,hist04z1
Small Business Administration,1989,85.0,hist04z1
Social Security Administration (On-Budget),1989,18709.0,hist04z1
Social Security Administration (Off-Budget),1989,227473.0,hist04z1
Other Independent Agencies (On-Budget),1989,30727.0,hist04z1
Other Independent Agencies (Off-Budget),1989,-310.0,hist04z1
Undistributed Offsetting Receipts,1989,-89074.0,hist04z1
(On-budget),1989,-72822.0,hist04z1
(Off-budget),1989,-16252.0,hist04z1
Total outlays,1989,1143743.0,hist04z1
Legislative Branch,1990,2231.0,hist04z1
Judicial Branch,1990,1646.0,hist04z1
Department of Agriculture,1990,45858.0,hist04z1
Department of Commerce,1990,3734.0,hist04z1
Department of Defense--Military Programs,1990,289694.0,hist04z1
Department of Education,1990,22972.0,hist04z1
Department of Energy,1990,12083.0,hist04z1
Department of Health and Human Services,1990,175515.0,hist04z1
Department of Homeland Security,1990,7219.0,hist04z1
Department of Housing and Urban Development,1990,20167.0,hist04z1
Department of the Interior,1990,5814.0,hist04z1
Department of Justice,1990,5886.0,hist04z1
Department of Labor,1990,26087.0,hist04z1
Department of State,1990,4796.0,hist04z1
Department of Transportation,1990,25642.0,hist04z1
Department of the Treasury,1990,253915.0,hist04z1
Department of Veterans Affairs,1990,28976.0,hist04z1
Corps of Engineers--Civil Works,1990,3324.0,hist04z1
Other Defense--Civil Programs,1990,21690.0,hist04z1
Environmental Protection Agency,1990,5108.0,hist04z1
Executive Office of the President,1990,158.0,hist04z1
General Services Administration,1990,-170.0,hist04z1
International Assistance Programs,1990,10085.0,hist04z1
National Aeronautics and Space Administration,1990,12429.0,hist04z1
National Science Foundation,1990,1821.0,hist04z1
Office of Personnel Management,1990,31949.0,hist04z1
Small Business Administration,1990,692.0,hist04z1
Social Security Administration (On-Budget),1990,17276.0,hist04z1
Social Security Administration (Off-Budget),1990,244998.0,hist04z1
Other Independent Agencies (On-Budget),1990,68704.0,hist04z1
Other Independent Agencies (Off-Budget),1990,1626.0,hist04z1
Undistributed Offsetting Receipts,1990,-98930.0,hist04z1
(On-budget),1990,-77371.0,hist04z1
(Off-budget),1990,-21558.0,hist04z1
Total outlays,1990,1252993.0,hist04z1
Legislative Branch,1991,2245.0,hist04z1
Judicial Branch,1991,1997.0,hist04z1
Department of Agriculture,1991,53990.0,hist04z1
Department of Commerce,1991,2585.0,hist04z1
Department of Defense--Military Programs,1991,261860.0,hist04z1
Department of Education,1991,25196.0,hist04z1
Department of Energy,1991,12472.0,hist04z1
Department of Health and Human Services,1991,198095.0,hist04z1
Department of Homeland Security,1991,6654.0,hist04z1
Department of Housing and Urban Development,1991,22751.0,hist04z1
Department of the Interior,1991,6082.0,hist04z1
Department of Justice,1991,7670.0,hist04z1
Department of Labor,1991,34790.0,hist04z1
Department of State,1991,5149.0,hist04z1
Department of Transportation,1991,27237.0,hist04z1
Department of the Treasury,1991,274606.0,hist04z1
Department of Veterans Affairs,1991,31191.0,hist04z1
Corps of Engineers--Civil Works,1991,3341.0,hist04z1
Other Defense--Civil Programs,1991,23238.0,hist04z1
Environmental Protection Agency,1991,5769.0,hist04z1
Executive Office of the President,1991,193.0,hist04z1
General Services Administration,1991,445.0,hist04z1
International Assistance Programs,1991,11723.0,hist04z1
National Aeronautics and Space Administration,1991,13878.0,hist04z1
National Science Foundation,1991,2064.0,hist04z1
Office of Personnel Management,1991,34808.0,hist04z1
Small Business Administration,1991,613.0,hist04z1
Social Security Administration (On-Budget),1991,19008.0,hist04z1
Social Security Administration (Off-Budget),1991,266395.0,hist04z1
Other Independent Agencies (On-Budget),1991,76870.0,hist04z1
Other Independent Agencies (Off-Budget),1991,1317.0,hist04z1
Undistributed Offsetting Receipts,1991,-110005.0,hist04z1
(On-budget),1991,-83979.0,hist04z1
(Off-budget),1991,-26026.0,hist04z1
Total outlays,1991,1324226.0,hist04z1
Legislative Branch,1992,2629.0,hist04z1
Judicial Branch,1992,2308.0,hist04z1
Department of Agriculture,1992,56320.0,hist04z1
Department of Commerce,1992,2566.0,hist04z1
Department of Defense--Military Programs,1992,286574.0,hist04z1
Department of Education,1992,25832.0,hist04z1
Department of Energy,1992,15515.0,hist04z1
Department of Health and Human Services,1992,231550.0,hist04z1
Department of Homeland Security,1992,7577.0,hist04z1
Department of Housing and Urban Development,1992,24470.0,hist04z1
Department of the Interior,1992,6531.0,hist04z1
Department of Justice,1992,9208.0,hist04z1
Department of Labor,1992,47889.0,hist04z1
Department of State,1992,5927.0,hist04z1
Department of Transportation,1992,29098.0,hist04z1
Department of the Treasury,1992,291005.0,hist04z1
Department of Veterans Affairs,1992,33872.0,hist04z1
Corps of Engineers--Civil Works,1992,3565.0,hist04z1
Other Defense--Civil Programs,1992,24746.0,hist04z1
Environmental Protection Agency,1992,5950.0,hist04z1
Executive Office of the President,1992,186.0,hist04z1
General Services Administration,1992,457.0,hist04z1
International Assistance Programs,1992,11107.0,hist04z1
National Aeronautics and Space Administration,1992,13961.0,hist04z1
National Science Foundation,1992,2230.0,hist04z1
Office of Personnel Management,1992,35596.0,hist04z1
Small Business Administration,1992,546.0,hist04z1
Social Security Administration (On-Budget),1992,24943.0,hist04z1
Social Security Administration (Off-Budget),1992,281418.0,hist04z1
Other Independent Agencies (On-Budget),1992,14405.0,hist04z1
Other Independent Agencies (Off-Budget),1992,659.0,hist04z1
Undistributed Offsetting Receipts,1992,-117111.0,hist04z1
(On-budget),1992,-87372.0,hist04z1
(Off-budget),1992,-29739.0,hist04z1
Total outlays,1992,1381529.0,hist04z1
Legislative Branch,1993,2394.0,hist04z1
Judicial Branch,1993,2628.0,hist04z1
Department of Agriculture,1993,63019.0,hist04z1
Department of Commerce,1993,2797.0,hist04z1
Department of Defense--Military Programs,1993,278510.0,hist04z1
Department of Education,1993,30109.0,hist04z1
Department of Energy,1993,16933.0,hist04z1
Department of Health and Human Services,1993,253821.0,hist04z1
Department of Homeland Security,1993,9653.0,hist04z1
Department of Housing and Urban Development,1993,25181.0,hist04z1
Department of the Interior,1993,6879.0,hist04z1
Department of Justice,1993,9485.0,hist04z1
Department of Labor,1993,45452.0,hist04z1
Department of State,1993,6385.0,hist04z1
Department of Transportation,1993,30958.0,hist04z1
Department of the Treasury,1993,296825.0,hist04z1
Department of Veterans Affairs,1993,35461.0,hist04z1
Corps of Engineers--Civil Works,1993,3354.0,hist04z1
Other Defense--Civil Programs,1993,25957.0,hist04z1
Environmental Protection Agency,1993,5930.0,hist04z1
Executive Office of the President,1993,194.0,hist04z1
General Services Administration,1993,721.0,hist04z1
International Assistance Programs,1993,11524.0,hist04z1
National Aeronautics and Space Administration,1993,14305.0,hist04z1
National Science Foundation,1993,2429.0,hist04z1
Office of Personnel Management,1993,36794.0,hist04z1
Small Business Administration,1993,785.0,hist04z1
Social Security Administration (On-Budget),1993,28143.0,hist04z1
Social Security Administration (Off-Budget),1993,298349.0,hist04z1
Other Independent Agencies (On-Budget),1993,-17321.0,hist04z1
Other Independent Agencies (Off-Budget),1993,1441.0,hist04z1
Undistributed Offsetting Receipts,1993,-119711.0,hist04z1
(On-budget),1993,-86507.0,hist04z1
(Off-budget),1993,-33203.0,hist04z1
Total outlays,1993,1409386.0,hist04z1
Legislative Branch,1994,2537.0,hist04z1
Judicial Branch,1994,2677.0,hist04z1
Department of Agriculture,1994,60615.0,hist04z1
Department of Commerce,1994,2915.0,hist04z1
Department of Defense--Military Programs,1994,268577.0,hist04z1
Department of Education,1994,24557.0,hist04z1
Department of Energy,1994,17830.0,hist04z1
Department of Health and Human Services,1994,278887.0,hist04z1
Department of Homeland Security,1994,10708.0,hist04z1
Department of Housing and Urban Development,1994,25845.0,hist04z1
Department of the Interior,1994,7064.0,hist04z1
Department of Justice,1994,9369.0,hist04z1
Department of Labor,1994,37819.0,hist04z1
Department of State,1994,6784.0,hist04z1
Department of Transportation,1994,33563.0,hist04z1
Department of the Treasury,1994,305550.0,hist04z1
